RMSE,Method,Phantom,Seed,Nt,Dd,bins
0.10607614674592589,L2DₓB,Single Channel,3000,500,30,50
0.12173158223281455,L0x₀B,Single Channel,3000,500,30,50
0.12603448471935144,L1x₀B,Single Channel,3000,500,30,50
0.1260656603974625,L2x₀B,Single Channel,3000,500,30,50
0.08726090285199896,L0x₀DₓB,Single Channel,3000,500,30,50
0.12603715259512316,L1x₀DₓB,Single Channel,3000,500,30,50
0.12606785173004031,L2x₀DₓB,Single Channel,3000,500,30,50
0.1274925584345845,L0B,Single Channel,4000,500,30,50
0.12762351509018957,L1B,Single Channel,4000,500,30,50
0.12767977697531036,L2B,Single Channel,4000,500,30,50
0.1274945746401042,L0DₓB,Single Channel,4000,500,30,50
0.12762533746387814,L1DₓB,Single Channel,4000,500,30,50
0.12773244361276812,L2DₓB,Single Channel,4000,500,30,50
0.12879166113401982,L0x₀B,Single Channel,4000,500,30,50
0.1312129470352652,L1x₀B,Single Channel,4000,500,30,50
0.13121236973798517,L2x₀B,Single Channel,4000,500,30,50
0.12879365879534876,L0x₀DₓB,Single Channel,4000,500,30,50
0.12349742896045254,L1x₀DₓB,Single Channel,4000,500,30,50
0.12466619909876542,L2x₀DₓB,Single Channel,4000,500,30,50
0.12264844577803957,L0B,Single Channel,5000,500,30,50
0.1229819412398881,L1B,Single Channel,5000,500,30,50
0.12329730804739712,L2B,Single Channel,5000,500,30,50
0.10308026430157516,L0DₓB,Single Channel,5000,500,30,50
0.1231509710930905,L1DₓB,Single Channel,5000,500,30,50
0.1234967538057608,L2DₓB,Single Channel,5000,500,30,50
0.12728091588905827,L0x₀B,Single Channel,5000,500,30,50
0.12734565439395495,L1x₀B,Single Channel,5000,500,30,50
0.1276578862326734,L2x₀B,Single Channel,5000,500,30,50
0.12715686146797353,L0x₀DₓB,Single Channel,5000,500,30,50
0.12731630270364616,L1x₀DₓB,Single Channel,5000,500,30,50
0.1276331805424342,L2x₀DₓB,Single Channel,5000,500,30,50
0.12717655665971206,L0B,Single Channel,6000,500,30,50
0.12713759651747442,L1B,Single Channel,6000,500,30,50
0.1270877582675321,L2B,Single Channel,6000,500,30,50
0.12717874040082547,L0DₓB,Single Channel,6000,500,30,50
0.1271396794176255,L1DₓB,Single Channel,6000,500,30,50
0.12710508581759664,L2DₓB,Single Channel,6000,500,30,50
0.13188233247151837,L0x₀B,Single Channel,6000,500,30,50
0.13451934223366335,L1x₀B,Single Channel,6000,500,30,50
0.13451806223188753,L2x₀B,Single Channel,6000,500,30,50
0.13188449860523724,L0x₀DₓB,Single Channel,6000,500,30,50
0.12903416172696644,L1x₀DₓB,Single Channel,6000,500,30,50
0.13453332185543893,L2x₀DₓB,Single Channel,6000,500,30,50
0.12687756087405364,L0B,Single Channel,7000,500,30,50
0.12698268391435502,L1B,Single Channel,7000,500,30,50
0.12701430648560827,L2B,Single Channel,7000,500,30,50
0.12687960689325065,L0DₓB,Single Channel,7000,500,30,50
0.1269846623452236,L1DₓB,Single Channel,7000,500,30,50
0.1270162815116715,L2DₓB,Single Channel,7000,500,30,50
0.12267888943274591,L0x₀B,Single Channel,7000,500,30,50
0.1255691626728672,L1x₀B,Single Channel,7000,500,30,50
0.12556710436024474,L2x₀B,Single Channel,7000,500,30,50
0.12268115705620349,L0x₀DₓB,Single Channel,7000,500,30,50
0.10828923364370235,L1x₀DₓB,Single Channel,7000,500,30,50
0.1123376042571155,L2x₀DₓB,Single Channel,7000,500,30,50
0.12348355690447417,L0B,Single Channel,8000,500,30,50
0.1238368639602307,L1B,Single Channel,8000,500,30,50
